Player,PlayerID,F-M,F-A,F%,IS-M,IS-A,IS%,MR-M,MR-A,MR%,3P-M,3P-A,3P%,DR-M,DR-A,DR%
Chapman,189009,7,11,0.64,7,14,0.50,26,41,0.63,22,79,0.28,6,15,0.40
Thornton,186345,1,2,0.50,101,198,0.51,19,41,0.46,4,24,0.17,6,14,0.43
Lucas,185454,2,2,1.00,14,30,0.47,15,33,0.45,20,57,0.35,15,24,0.62
Dudley,193035,0,1,0.00,0,0,0.00,0,1,0.00,0,1,0.00,2,3,0.67
Doherty,192611,0,0,0.00,9,13,0.69,3,4,0.75,0,0,0.00,0,0,0.00
Moriarty,175291,15,25,0.60,43,77,0.56,51,86,0.59,81,221,0.37,65,135,0.48
Cullen,176651,1,3,0.33,98,185,0.53,37,92,0.40,70,198,0.35,16,41,0.39
Doyle,176860,0,1,0.00,183,336,0.54,2,10,0.20,0,1,0.00,12,22,0.55
Humphries,182936,48,56,0.86,44,74,0.59,63,147,0.43,17,75,0.23,57,112,0.51
Henriquez,176775,74,100,0.74,6,10,0.60,53,143,0.37,20,76,0.26,294,572,0.51
Sutton,181432,1,1,1.00,106,167,0.63,22,38,0.58,13,39,0.33,6,14,0.43
Vail,191852,0,0,0.00,15,25,0.60,23,46,0.50,0,1,0.00,4,9,0.44
Harding,190405,1,2,0.50,38,80,0.47,0,2,0.00,0,1,0.00,2,7,0.29
Nunez,184821,14,16,0.88,31,42,0.74,14,49,0.29,38,112,0.34,8,23,0.35
Leon,184099,12,16,0.75,11,22,0.50,24,41,0.59,40,115,0.35,17,29,0.59
Gilman,184561,11,14,0.79,41,79,0.52,40,83,0.48,77,191,0.40,49,101,0.49
Walker,174373,3,4,0.75,237,388,0.61,18,35,0.51,1,4,0.25,9,18,0.50
Jones,179982,1,2,0.50,192,327,0.59,10,15,0.67,4,15,0.27,8,11,0.73
White,183283,29,36,0.81,24,36,0.67,31,76,0.41,105,284,0.37,22,48,0.46
Natale,180484,60,90,0.67,8,10,0.80,35,101,0.35,29,78,0.37,253,505,0.50
Schmidt,180336,9,13,0.69,16,30,0.53,7,16,0.44,15,30,0.50,33,52,0.63
Charles,178832,3,4,0.75,4,8,0.50,0,3,0.00,5,12,0.42,4,5,0.80
Tyler,186579,6,9,0.67,2,3,0.67,4,11,0.36,6,14,0.43,5,12,0.42
Wood,186424,8,11,0.73,2,5,0.40,20,45,0.44,11,35,0.31,10,36,0.28
Sailer,183453,2,3,0.67,168,286,0.59,9,31,0.29,8,30,0.27,10,23,0.43
Dunbar,196207,2,4,0.50,3,6,0.50,8,14,0.57,5,17,0.29,9,22,0.41
Moore,192753,0,0,0.00,16,32,0.50,1,1,1.00,0,1,0.00,4,5,0.80
Wade,193661,6,7,0.86,2,3,0.67,6,11,0.55,5,14,0.36,2,5,0.40
Laney,179305,0,0,0.00,0,0,0.00,0,2,0.00,0,0,0.00,0,0,0.00
Saunders,182747,0,0,0.00,2,2,1.00,0,0,0.00,0,0,0.00,0,2,0.00
Farrell,191567,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Knudsen,184745,3,4,0.75,92,203,0.45,61,164,0.37,10,39,0.26,5,17,0.29
Bivens,186627,2,3,0.67,107,206,0.52,9,27,0.33,4,25,0.16,8,20,0.40
Hawkins,187965,1,1,1.00,85,162,0.52,11,20,0.55,1,3,0.33,6,11,0.55
Heaton,193411,11,18,0.61,26,52,0.50,27,55,0.49,42,118,0.36,5,22,0.23
Wilde,179441,65,93,0.70,29,55,0.53,109,260,0.42,104,308,0.34,245,510,0.48
Daley,182873,0,0,0.00,0,0,0.00,0,4,0.00,0,0,0.00,0,0,0.00
Carr,177162,4,5,0.80,7,12,0.58,6,17,0.35,12,41,0.29,3,6,0.50
Diggs,195012,2,2,1.00,67,101,0.66,27,77,0.35,12,38,0.32,7,14,0.50
Healy,194258,3,3,1.00,0,0,0.00,2,4,0.50,1,13,0.08,3,6,0.50
Titus,188168,0,0,0.00,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00
Shapiro,191748,32,53,0.60,20,41,0.49,38,94,0.40,75,236,0.32,86,187,0.46
Shull,192723,0,0,0.00,1,2,0.50,2,3,0.67,4,7,0.57,0,1,0.00
Pruitt,182053,0,0,0.00,0,0,0.00,0,1,0.00,1,1,1.00,0,0,0.00
Moses,181645,0,0,0.00,1,3,0.33,0,0,0.00,0,0,0.00,0,0,0.00
Stewart,181081,16,19,0.84,45,80,0.56,60,118,0.51,123,320,0.38,19,36,0.53
Slater,179447,11,19,0.58,129,213,0.61,49,107,0.46,105,245,0.43,67,134,0.50
Andersen,178627,3,6,0.50,124,203,0.61,3,15,0.20,3,19,0.16,10,22,0.45
Atkinson,192123,42,48,0.88,17,30,0.57,18,48,0.38,39,122,0.32,55,98,0.56
Beckman,180675,27,35,0.77,23,45,0.51,62,128,0.48,185,469,0.39,46,107,0.43
Parnell,184273,10,12,0.83,2,8,0.25,3,12,0.25,11,35,0.31,10,17,0.59
Kayembe,207778,1,1,1.00,32,60,0.53,5,7,0.71,3,6,0.50,3,8,0.38
Jackson,195750,7,9,0.78,44,85,0.52,27,67,0.40,46,149,0.31,13,24,0.54
Wilson,192650,0,0,0.00,2,3,0.67,0,0,0.00,1,2,0.50,0,0,0.00
Harder,194737,1,1,1.00,0,0,0.00,0,2,0.00,0,1,0.00,0,2,0.00
Palsson,193602,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Rondon,182969,9,14,0.64,63,115,0.55,33,86,0.38,31,124,0.25,19,54,0.35
Andreassen,180856,11,13,0.85,137,231,0.59,26,59,0.44,9,33,0.27,27,60,0.45
Tian,175500,1,3,0.33,145,253,0.57,4,10,0.40,0,0,0.00,10,22,0.45
Bynum,174928,47,59,0.80,43,76,0.57,62,124,0.50,152,409,0.37,50,100,0.50
McGregor,176665,65,78,0.83,14,22,0.64,47,120,0.39,98,233,0.42,144,299,0.48
Gray,191972,3,3,1.00,0,1,0.00,2,8,0.25,10,24,0.42,5,6,0.83
Meier,191019,0,0,0.00,14,30,0.47,9,25,0.36,23,51,0.45,2,6,0.33
Casey,187092,14,20,0.70,14,26,0.54,21,36,0.58,66,200,0.33,23,48,0.48
Bryan,185094,1,1,1.00,123,223,0.55,12,24,0.50,9,20,0.45,8,13,0.62
Meyer,183735,5,6,0.83,80,134,0.60,20,48,0.42,28,79,0.35,15,28,0.54
Southard,182512,24,35,0.69,5,6,0.83,10,34,0.29,9,35,0.26,82,183,0.45
Franz,185316,0,0,0.00,6,10,0.60,1,1,1.00,0,0,0.00,0,1,0.00
Ramey,194027,0,0,0.00,15,21,0.71,2,5,0.40,1,3,0.33,1,3,0.33
West,185433,0,0,0.00,0,0,0.00,0,0,0.00,1,2,0.50,2,4,0.50
Temple,182179,8,12,0.67,40,75,0.53,45,99,0.45,111,254,0.44,29,61,0.48
Turner,191154,0,2,0.00,177,302,0.59,14,34,0.41,8,28,0.29,2,7,0.29
Harrison,192457,1,1,1.00,24,41,0.59,3,9,0.33,3,6,0.50,3,4,0.75
Quinlan,184043,28,45,0.62,11,28,0.39,45,95,0.47,81,194,0.42,85,198,0.43
Gill,183173,37,45,0.82,17,28,0.61,39,94,0.41,62,167,0.37,96,219,0.44
Newsom,191051,3,3,1.00,1,1,1.00,4,7,0.57,5,18,0.28,2,3,0.67
Morton,189553,9,17,0.53,13,31,0.42,43,91,0.47,56,154,0.36,40,73,0.55
Glenn,189454,2,2,1.00,76,145,0.52,5,28,0.18,6,12,0.50,8,16,0.50
Owens,186460,1,1,1.00,20,42,0.48,8,19,0.42,21,41,0.51,5,8,0.62
Carlisle,184237,2,3,0.67,167,278,0.60,24,70,0.34,14,36,0.39,13,17,0.76
Staley,191434,0,0,0.00,2,2,1.00,0,0,0.00,0,0,0.00,0,0,0.00
Snow,195599,0,0,0.00,7,12,0.58,13,23,0.57,9,20,0.45,3,6,0.50
Lindberg,195496,7,8,0.88,1,2,0.50,5,15,0.33,9,22,0.41,4,8,0.50
Becker,191392,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Muir,181727,19,31,0.61,52,110,0.47,44,114,0.39,115,270,0.43,93,184,0.51
Rea,174660,1,1,1.00,102,201,0.51,7,21,0.33,0,0,0.00,5,12,0.42
Milosevi&cacute;,203162,0,0,0.00,118,217,0.54,19,41,0.46,5,17,0.29,2,9,0.22
Godwin,187188,60,72,0.83,41,72,0.57,41,121,0.34,73,229,0.32,81,162,0.50
Taylor,173487,73,97,0.75,14,31,0.45,53,145,0.37,65,220,0.30,244,470,0.52
Barger,191827,8,14,0.57,11,14,0.79,15,34,0.44,20,65,0.31,31,64,0.48
Palmer,184293,9,13,0.69,50,91,0.55,32,78,0.41,40,113,0.35,19,42,0.45
Bush,179735,7,10,0.70,11,15,0.73,4,15,0.27,11,31,0.35,1,4,0.25
Fahey,179321,7,12,0.58,121,213,0.57,4,16,0.25,0,0,0.00,25,52,0.48
Pauley,195909,0,0,0.00,0,0,0.00,0,2,0.00,0,0,0.00,0,0,0.00
Warren,195027,1,1,1.00,0,1,0.00,1,1,1.00,1,3,0.33,0,0,0.00
Albertson,185182,12,24,0.50,66,105,0.63,63,131,0.48,98,286,0.34,49,103,0.48
Waters,185577,3,5,0.60,153,253,0.60,10,33,0.30,7,27,0.26,7,18,0.39
Childress,185776,0,1,0.00,67,120,0.56,1,2,0.50,2,2,1.00,2,10,0.20
Sisk,185701,54,76,0.71,20,46,0.43,35,100,0.35,45,151,0.30,158,281,0.56
Uchikawa,200542,28,35,0.80,11,22,0.50,37,83,0.45,41,135,0.30,78,161,0.48
Patterson,183533,4,6,0.67,2,4,0.50,4,16,0.25,7,24,0.29,9,20,0.45
Zori&cacute;,201226,7,8,0.88,25,56,0.45,17,45,0.38,22,84,0.26,20,48,0.42
Adel,198794,6,9,0.67,39,74,0.53,38,88,0.43,46,152,0.30,13,30,0.43
Richardson,192942,1,1,1.00,65,125,0.52,6,12,0.50,1,5,0.20,6,14,0.43
Washington,192940,1,1,1.00,0,3,0.00,3,5,0.60,5,17,0.29,0,2,0.00
Tillman,184179,0,0,0.00,0,0,0.00,0,1,0.00,0,1,0.00,0,0,0.00
Leonard,192784,0,0,0.00,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00
Dixon,181312,7,8,0.88,68,138,0.49,28,66,0.42,32,95,0.34,15,35,0.43
Callaway,181023,3,5,0.60,78,150,0.52,20,38,0.53,13,39,0.33,18,47,0.38
Merrill,178757,8,16,0.50,198,339,0.58,76,155,0.49,35,79,0.44,52,118,0.44
Hale,188589,23,28,0.82,26,46,0.57,34,91,0.37,55,149,0.37,37,73,0.51
Locke,185124,38,55,0.69,25,51,0.49,69,169,0.41,82,210,0.39,112,268,0.42
Whatley,186957,8,9,0.89,13,23,0.57,29,72,0.40,1,7,0.14,6,9,0.67
Rhodes,183799,11,18,0.61,15,35,0.43,16,48,0.33,22,69,0.32,19,38,0.50
Heath,196055,1,2,0.50,3,14,0.21,1,3,0.33,4,10,0.40,2,3,0.67
Cody,193197,0,0,0.00,3,5,0.60,0,1,0.00,0,0,0.00,0,0,0.00
Hutson,189623,0,0,0.00,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00
Holton,196513,0,0,0.00,1,1,1.00,0,0,0.00,0,0,0.00,0,0,0.00
McGarry,188974,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Aponte,195969,3,4,0.75,2,4,0.50,4,17,0.24,5,18,0.28,1,2,0.50
Hunter,185583,11,15,0.73,55,95,0.58,49,113,0.43,114,313,0.36,25,51,0.49
Downs,182956,0,0,0.00,223,381,0.59,5,13,0.38,1,5,0.20,2,11,0.18
Slocum,180214,1,3,0.33,119,175,0.68,1,5,0.20,1,3,0.33,6,12,0.50
Noyes,180063,26,33,0.79,46,80,0.57,83,198,0.42,101,305,0.33,31,76,0.41
Vaughn,175598,100,149,0.67,17,31,0.55,92,232,0.40,117,297,0.39,449,890,0.50
Johnson,182685,17,33,0.52,11,20,0.55,22,61,0.36,30,79,0.38,68,152,0.45
Carter,181246,2,6,0.33,146,258,0.57,3,11,0.27,0,1,0.00,18,39,0.46
Kemper,178772,0,0,0.00,18,32,0.56,3,5,0.60,1,3,0.33,2,4,0.50
Rust,185205,2,2,1.00,2,4,0.50,2,3,0.67,5,10,0.50,1,2,0.50
Sinclair,183629,6,6,1.00,32,64,0.50,5,13,0.38,0,0,0.00,6,13,0.46
Dugger,179195,1,1,1.00,1,1,1.00,0,0,0.00,1,4,0.25,1,1,1.00
Turner,210182,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Atkinson,189506,26,38,0.68,41,96,0.43,74,195,0.38,4,13,0.31,82,166,0.49
Ball,185513,13,18,0.72,146,272,0.54,68,141,0.48,29,85,0.34,60,140,0.43
Orr,191890,3,3,1.00,66,104,0.63,11,28,0.39,1,5,0.20,7,15,0.47
Hampton,188112,13,17,0.76,50,100,0.50,21,49,0.43,18,54,0.33,31,50,0.62
Mercer,184003,45,60,0.75,18,29,0.62,81,216,0.38,10,39,0.26,164,342,0.48
Lancaster,186004,0,0,0.00,1,1,1.00,2,4,0.50,2,7,0.29,0,1,0.00
Alvarado,181740,0,0,0.00,15,22,0.68,4,7,0.57,1,1,1.00,1,1,1.00
McKnight,178637,0,0,0.00,18,42,0.43,2,11,0.18,1,2,0.50,3,5,0.60
Camacho,193494,10,10,1.00,8,18,0.44,10,32,0.31,11,42,0.26,8,18,0.44
Newsome,191557,0,1,0.00,46,71,0.65,3,5,0.60,1,3,0.33,4,8,0.50
Blanco,187519,11,13,0.85,26,54,0.48,47,99,0.47,91,285,0.32,11,18,0.61
Haas,191576,0,0,0.00,1,1,1.00,1,1,1.00,1,3,0.33,0,0,0.00
Buford,181123,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Hicks,183612,0,0,0.00,0,2,0.00,0,0,0.00,2,4,0.50,0,0,0.00
Paquette,181024,4,6,0.67,56,105,0.53,40,105,0.38,67,217,0.31,9,28,0.32
Kanter,193642,6,10,0.60,169,352,0.48,21,51,0.41,2,9,0.22,22,52,0.42
Blackmon,190782,1,2,0.50,178,301,0.59,1,5,0.20,1,5,0.20,8,13,0.62
Simmons,197306,38,53,0.72,10,35,0.29,36,106,0.34,59,171,0.35,62,137,0.45
Grace,193473,18,27,0.67,10,23,0.43,38,90,0.42,57,193,0.30,40,101,0.40
Stump,194680,1,1,1.00,33,67,0.49,20,44,0.45,26,72,0.36,5,11,0.45
Briggs,192654,3,3,1.00,17,41,0.41,14,44,0.32,17,67,0.25,2,9,0.22
Gutierrez,186155,3,3,1.00,2,4,0.50,4,9,0.44,3,7,0.43,6,12,0.50
Beiber,185516,9,11,0.82,30,55,0.55,6,21,0.29,13,38,0.34,23,54,0.43
Eldrige,183015,0,0,0.00,0,1,0.00,3,5,0.60,0,0,0.00,0,0,0.00
Lawrence,183143,6,6,1.00,0,1,0.00,7,16,0.44,16,46,0.35,7,17,0.41
Stephens,191405,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Donovan,181044,34,44,0.77,49,81,0.60,34,101,0.34,93,255,0.36,72,145,0.50
Brown,174270,3,4,0.75,98,161,0.61,46,96,0.48,33,81,0.41,10,27,0.37
Nickolson,192298,1,2,0.50,213,360,0.59,3,12,0.25,0,0,0.00,9,13,0.69
Olivares,185375,44,53,0.83,15,23,0.65,26,65,0.40,39,126,0.31,69,143,0.48
Cochrane,176157,52,72,0.72,22,36,0.61,39,105,0.37,55,141,0.39,92,201,0.46
Gates,179589,31,50,0.62,22,31,0.71,16,65,0.25,40,114,0.35,105,186,0.56
Dunaway,173493,51,55,0.93,29,48,0.60,46,98,0.47,197,502,0.39,28,64,0.44
Lee,189155,0,0,0.00,56,98,0.57,9,17,0.53,1,6,0.17,4,6,0.67
Stamper,188763,3,3,1.00,3,4,0.75,4,8,0.50,4,12,0.33,2,6,0.33
Greca,180502,3,7,0.43,66,117,0.56,24,54,0.44,28,70,0.40,25,56,0.45
Paulson,182220,1,1,1.00,0,1,0.00,0,1,0.00,1,4,0.25,2,2,1.00
Schneider,208130,0,0,0.00,3,5,0.60,3,3,1.00,0,2,0.00,0,0,0.00
Blanchard,196596,0,0,0.00,7,22,0.32,3,4,0.75,0,3,0.00,0,0,0.00
Ellis,194185,2,2,1.00,0,5,0.00,3,12,0.25,7,22,0.32,3,4,0.75
Feller,179663,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Gibbs,187354,23,34,0.68,56,111,0.50,54,117,0.46,88,222,0.40,56,106,0.53
McCray,187301,1,2,0.50,182,344,0.53,12,29,0.41,0,0,0.00,3,10,0.30
Forster,176587,4,5,0.80,223,355,0.63,7,15,0.47,1,1,1.00,15,38,0.39
Graham,190991,46,68,0.68,13,32,0.41,55,122,0.45,64,191,0.34,151,337,0.45
Hubbard,183045,73,93,0.78,17,36,0.47,68,132,0.52,85,245,0.35,166,351,0.47
Sutherland,205786,0,0,0.00,35,59,0.59,0,0,0.00,0,0,0.00,0,2,0.00
Cardenas,173385,1,1,1.00,1,3,0.33,2,2,1.00,0,3,0.00,2,4,0.50
Kravchuk,193738,1,2,0.50,123,237,0.52,8,14,0.57,1,3,0.33,2,5,0.40
Smyth,184653,32,49,0.65,20,29,0.69,29,71,0.41,41,110,0.37,44,110,0.40
Richards,182609,5,6,0.83,30,49,0.61,14,33,0.42,52,119,0.44,11,18,0.61
Herzog,191180,8,9,0.89,3,5,0.60,6,24,0.25,12,43,0.28,4,11,0.36
Palmer,207218,0,3,0.00,0,0,0.00,2,4,0.50,1,4,0.25,2,3,0.67
Walker,195671,0,0,0.00,3,4,0.75,1,2,0.50,0,0,0.00,0,1,0.00
Franzoni,194655,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Flannery,173955,9,15,0.60,42,88,0.48,36,79,0.46,68,217,0.31,58,119,0.49
Lusk,184941,1,1,1.00,159,307,0.52,28,62,0.45,10,44,0.23,11,19,0.58
Clausen,181929,0,1,0.00,187,349,0.54,17,50,0.34,12,37,0.32,7,25,0.28
Vick,191401,38,54,0.70,9,20,0.45,29,66,0.44,23,93,0.25,49,91,0.54
Phelps,189744,26,40,0.65,12,25,0.48,23,74,0.31,53,161,0.33,47,104,0.45
Conners,188478,6,9,0.67,13,34,0.38,26,54,0.48,22,80,0.28,28,49,0.57
Mahoney,183150,0,0,0.00,106,189,0.56,7,11,0.64,1,1,1.00,2,9,0.22
Cao,202042,11,14,0.79,4,13,0.31,10,29,0.34,31,77,0.40,1,10,0.10
D`Ignoti,195918,0,0,0.00,1,1,1.00,1,2,0.50,0,7,0.00,0,0,0.00
O`Hara,189304,0,0,0.00,0,4,0.00,5,17,0.29,13,31,0.42,1,4,0.25
Ponder,193884,0,0,0.00,2,3,0.67,1,2,0.50,0,1,0.00,0,0,0.00
Martin,189624,0,0,0.00,2,3,0.67,0,1,0.00,0,0,0.00,0,0,0.00
Scroggins,194652,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00,0,0,0.00
McKay,180903,40,64,0.62,60,92,0.65,59,153,0.39,40,149,0.27,169,347,0.49
Andersen,180268,7,15,0.47,98,197,0.50,47,80,0.59,35,84,0.42,31,73,0.42
Beard,190299,1,2,0.50,113,218,0.52,22,44,0.50,12,31,0.39,4,10,0.40
Carlisle,179318,17,23,0.74,26,52,0.50,49,112,0.44,60,198,0.30,46,75,0.61
Griffin,183900,87,126,0.69,21,37,0.57,77,201,0.38,38,113,0.34,372,759,0.49
Gray,185700,7,8,0.88,1,4,0.25,5,13,0.38,3,11,0.27,21,39,0.54
Rogers,183897,11,15,0.73,6,16,0.38,23,48,0.48,45,135,0.33,9,19,0.47
Gilbert,193332,0,0,0.00,3,6,0.50,2,4,0.50,2,3,0.67,1,4,0.25
Lopez,189309,0,0,0.00,23,53,0.43,3,7,0.43,4,10,0.40,3,5,0.60
Everett,188918,2,6,0.33,252,361,0.70,19,36,0.53,4,25,0.16,22,57,0.39
Summers,195500,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00,1,1,1.00
Henderson,182063,0,0,0.00,0,0,0.00,0,0,0.00,0,1,0.00,0,0,0.00
Wright,180716,18,24,0.75,39,78,0.50,34,78,0.44,116,271,0.43,30,56,0.54
Sun,186089,0,0,0.00,75,110,0.68,3,19,0.16,3,11,0.27,6,15,0.40
Kemp,185880,1,1,1.00,198,304,0.65,41,97,0.42,23,48,0.48,14,22,0.64
Ragan,194391,16,22,0.73,45,86,0.52,54,128,0.42,145,374,0.39,14,24,0.58
Toney,174398,49,64,0.77,28,48,0.58,59,149,0.40,8,28,0.29,118,248,0.48
Dill,174383,5,10,0.50,2,4,0.50,5,19,0.26,7,21,0.33,20,47,0.43
Taylor,174196,1,1,1.00,5,12,0.42,2,14,0.14,2,10,0.20,3,12,0.25
Hartley,192977,3,7,0.43,73,146,0.50,24,47,0.51,17,42,0.40,9,19,0.47
Fleming,192493,15,20,0.75,9,14,0.64,16,36,0.44,28,65,0.43,26,43,0.60
Stafford,193031,0,0,0.00,5,11,0.45,1,1,1.00,0,1,0.00,0,2,0.00
Gordon,189389,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Norris,189965,0,2,0.00,0,0,0.00,0,2,0.00,0,1,0.00,2,2,1.00
Rossi,183481,4,5,0.80,48,70,0.69,15,46,0.33,38,93,0.41,9,19,0.47
Byrne,184412,1,3,0.33,53,113,0.47,10,30,0.33,2,22,0.09,15,38,0.39
McDonnell,186027,8,11,0.73,155,284,0.55,41,89,0.46,51,160,0.32,24,48,0.50
Wheaton,180809,10,12,0.83,30,71,0.42,61,109,0.56,124,329,0.38,32,58,0.55
Krawczyk,186809,0,0,0.00,80,142,0.56,17,43,0.40,8,34,0.24,5,17,0.29
Driver,196420,0,0,0.00,9,20,0.45,4,10,0.40,3,11,0.27,3,8,0.38
Cowley,195215,5,7,0.71,11,22,0.50,13,32,0.41,8,31,0.26,16,27,0.59
Rozier,187004,6,7,0.86,2,4,0.50,9,20,0.45,3,31,0.10,7,16,0.44
Holland,186756,4,8,0.50,24,51,0.47,13,28,0.46,5,19,0.26,18,29,0.62
Sibley,180409,46,72,0.64,34,59,0.58,48,156,0.31,40,95,0.42,229,496,0.46
Richardson,187145,2,2,1.00,23,52,0.44,3,10,0.30,0,2,0.00,5,11,0.45
Sellers,192472,0,0,0.00,0,0,0.00,0,0,0.00,0,3,0.00,1,2,0.50
Clary,191912,2,3,0.67,1,6,0.17,6,23,0.26,8,22,0.36,5,15,0.33
Dailey,179566,41,62,0.66,35,70,0.50,84,183,0.46,112,300,0.37,166,333,0.50
McDonald,189731,2,2,1.00,24,53,0.45,4,9,0.44,2,3,0.67,3,3,1.00
Cox,184061,9,17,0.53,185,322,0.57,4,12,0.33,7,23,0.30,34,60,0.57
Davidson,184326,8,11,0.73,74,133,0.56,35,81,0.43,68,187,0.36,12,33,0.36
Brady,178940,10,15,0.67,235,360,0.65,27,68,0.40,3,8,0.38,47,96,0.49
MacLeod,181087,22,33,0.67,13,20,0.65,28,73,0.38,31,84,0.37,70,138,0.51
Lang,196786,17,26,0.65,22,37,0.59,20,50,0.40,14,47,0.30,52,122,0.43
Jones,195754,7,10,0.70,5,7,0.71,7,19,0.37,18,44,0.41,9,16,0.56
Hurt,194060,0,0,0.00,30,52,0.58,13,30,0.43,5,11,0.45,3,8,0.38
Lewis,189867,0,0,0.00,29,63,0.46,1,5,0.20,1,4,0.25,1,2,0.50
Snell,186719,25,28,0.89,11,25,0.44,25,67,0.37,35,111,0.32,36,102,0.35
Gibson,188232,0,0,0.00,11,25,0.44,0,4,0.00,0,3,0.00,0,0,0.00
Reid,178987,0,0,0.00,0,0,0.00,0,1,0.00,0,1,0.00,1,1,1.00
Sanders,196317,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Hill,183673,13,20,0.65,48,100,0.48,63,157,0.40,73,206,0.35,45,113,0.40
Quinlan,182538,0,1,0.00,21,56,0.38,33,61,0.54,25,78,0.32,4,14,0.29
Isaksen,190343,7,8,0.88,119,264,0.45,39,88,0.44,14,37,0.38,33,80,0.41
Washington,191515,29,39,0.74,18,34,0.53,36,79,0.46,59,182,0.32,44,94,0.47
Thomas,181725,36,53,0.68,15,24,0.62,42,105,0.40,45,132,0.34,92,225,0.41
Beard,191437,3,3,1.00,12,29,0.41,17,32,0.53,31,79,0.39,2,6,0.33
Rayford,189436,6,6,1.00,5,9,0.56,6,24,0.25,13,36,0.36,6,25,0.24
Jaramillo,181262,20,33,0.61,8,16,0.50,13,49,0.27,25,63,0.40,56,110,0.51
Clayton,179703,1,1,1.00,17,37,0.46,4,9,0.44,1,2,0.50,3,5,0.60
Lowry,191484,0,0,0.00,1,1,1.00,1,2,0.50,0,0,0.00,0,0,0.00
Scott,194920,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
Espinoza,195244,1,2,0.50,118,228,0.52,5,10,0.50,2,16,0.12,6,8,0.75
Caruthers,195721,0,0,0.00,20,43,0.47,2,7,0.29,2,6,0.33,1,3,0.33
Spence,194663,1,1,1.00,17,36,0.47,2,6,0.33,0,1,0.00,3,4,0.75
Thompson,173764,29,48,0.60,53,107,0.50,46,127,0.36,66,156,0.42,111,223,0.50
Alston,185278,3,6,0.50,234,436,0.54,24,63,0.38,25,65,0.38,19,43,0.44
Pickard,181096,1,1,1.00,97,168,0.58,17,38,0.45,9,31,0.29,4,14,0.29
Walls,184643,58,76,0.76,51,73,0.70,58,132,0.44,94,263,0.36,101,199,0.51
Stevens,175136,96,138,0.70,17,41,0.41,54,172,0.31,56,147,0.38,273,577,0.47
Dillard,184159,15,27,0.56,4,6,0.67,17,43,0.40,5,20,0.25,56,122,0.46
Murray,180907,0,0,0.00,5,13,0.38,1,2,0.50,0,0,0.00,0,1,0.00
Fleming,179596,2,2,1.00,22,31,0.71,13,19,0.68,27,77,0.35,8,14,0.57
N`Diaye,194666,5,8,0.62,2,7,0.29,15,29,0.52,15,44,0.34,2,7,0.29
Milam,191820,9,12,0.75,73,149,0.49,8,18,0.44,7,29,0.24,33,66,0.50
Taggart,195174,0,0,0.00,11,18,0.61,7,25,0.28,8,32,0.25,2,4,0.50
Causey,175776,7,11,0.64,100,180,0.56,14,35,0.40,6,13,0.46,30,64,0.47
Nichols,186736,2,4,0.50,97,180,0.54,29,69,0.42,6,28,0.21,11,20,0.55
Rozier,186865,19,32,0.59,15,38,0.39,29,86,0.34,89,252,0.35,22,45,0.49
Pruitt,175750,35,57,0.61,17,36,0.47,37,107,0.35,44,118,0.37,118,282,0.42
Jefferson,194867,0,0,0.00,3,9,0.33,4,10,0.40,4,24,0.17,1,1,1.00
McDowell,181614,3,3,1.00,74,125,0.59,49,113,0.43,72,184,0.39,7,19,0.37
Lane,178968,12,16,0.75,48,112,0.43,10,22,0.45,3,14,0.21,53,106,0.50
Thomas,177600,10,28,0.36,6,10,0.60,7,34,0.21,22,45,0.49,61,116,0.53
Schafer,180485,2,5,0.40,6,11,0.55,7,18,0.39,1,12,0.08,3,6,0.50
Norwood,185837,0,1,0.00,3,6,0.50,1,3,0.33,4,6,0.67,1,3,0.33
Culp,192157,0,0,0.00,8,18,0.44,1,3,0.33,1,4,0.25,0,1,0.00
Palmer,192777,2,4,0.50,24,41,0.59,26,55,0.47,32,84,0.38,6,12,0.50
Isom,175288,1,1,1.00,0,0,0.00,0,0,0.00,0,0,0.00,1,2,0.50
Ford,174625,34,47,0.72,71,138,0.51,77,139,0.55,131,305,0.43,143,281,0.51
